name,volume,wall_thickness,manifold,positive_volume,no_intersections,thick_walls
/data/csc4801/KedzioraLab/thingiverse/cup/stls/StormTrooper_Egg_cup/stormtrooper_eggcup_smooth2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Cupcake_Cup/cupcake_cherry.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Cupcake_Cup/cupcake_icing.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Darth_Vader_Pen_Cup/amazing_bombul-albar_1.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/K-Cup_Automatic_Dispenser/K_Cup_Dispensor_1.stl,,0.15673705009326108,False,True,True,False
/data/csc4801/KedzioraLab/thingiverse/cup/stls/low_res_hi_quality_cup_on_ultimaker/vaas02_77mm.stl,,,True,True,False,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Storm_in_an_egg_cup/storm-egg-cup.stl,,0.1361338039185519,False,True,True,False
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Floating_Cup_(easier_to_assemble)/Inside_and_Stream_Together.stl,-65535.73007012686,,True,False,False,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Weekly_cup_nr5_-_macouno/week05_macouno.stl,-191247.20276840174,,True,False,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Floating_Cup_improved_good_balance/Trapezoidal_Pin_5_sizes.stl,,,True,True,False,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Cup_Holder/df-cup-holder.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Polygon_Vase_Cup_and_Bracelet_Generator/V2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Folding_Cup/Tapa_V2.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Folding_Cup/Base1_V2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Big_Nuts_Cup_-_Pencil_Holder_-_Toothpick_Holder/NutCups_All3_Variations.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Cup_Holder_Clamp_3_(NO_SUPPORTS)/cupholder.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Cup_Holder_Clamp_3_(NO_SUPPORTS)/clamp.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Cup_Holder_Clamp_3_(NO_SUPPORTS)/test_cup_holder_piece.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Cup_Holder_Clamp_3_(NO_SUPPORTS)/clamp_45mm_max_size.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Cup_Holder_Clamp_3_(NO_SUPPORTS)/60mm_clamp.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Cup_Holder_Clamp_3_(NO_SUPPORTS)/taller_cup.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Hand_Holding_Cup_2/handWorld4.stl,,0.1606823784483089,False,True,True,False
/data/csc4801/KedzioraLab/thingiverse/cup/stls/Monster_Energy_can_cup_double_sided_remix/MonsterCupMerged.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/curtain_rod_holder/rod_holder_new.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Curtain_hook/id_curtain_hook.stl,,0.10470162458513,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/T-Rex_Curtain_Rod_Holder/T-Rex_Curtain_Rod_Holder.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Sith_Lightsaber_Curtain_Rod/Lightsaber-SITH-2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Curtain_Rod_Brackets/curtains_2_-_curtains_repairedr.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Curtain_Rod_Brackets/curtains_1.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Curtain_Tie_Back/Curtain_Tie_Back.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Curtain_Tie_Back/1_Set.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/RollOn_automatic_curtain/RollOn_case_200_45_33_20_spoke_gear_V4.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Dragon_Double_Curtain_Bracket/Double_Dragon_Curtain_Rod_Holder2.stl,,,True,True,False,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Dragon_Double_Curtain_Bracket/Double_Dragon_Curtain_Rod_Holder2_smaller_side_dia.stl,,,True,True,False,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/open_curtain/body1.3.stl,,0.07613007318725556,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/open_curtain/body1.2.stl,,0.11677646392053379,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/open_curtain/abre_ventana_2.1.stl,,0.02545087340988269,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/open_curtain/abre_ventana_2.2.stl,,0.034260333836192584,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/open_curtain/rueda2.stl,,0.18630806868639907,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Dragon_Skull_Curtain_Rod_Holder/Dragon_Curtain_Rod_Holder.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Show_Curtain_Hooks/Shower_Hanger_2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/OSSCR_-_Smart_Home_Curtain_Rod/Belt_Stopper_2x.stl,,0.01743339962379991,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/OSSCR_-_Smart_Home_Curtain_Rod/Electronics_Cover.stl,,0.012938980710659418,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/OSSCR_-_Smart_Home_Curtain_Rod/Stepper_Cap_Cover.stl,,0.17655465621420582,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/OSSCR_-_Smart_Home_Curtain_Rod/Belt_Pulley.stl,,0.011323905870853362,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/OSSCR_-_Smart_Home_Curtain_Rod/Pulley_Cap_26mm.stl,,0.05634628725896501,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/OSSCR_-_Smart_Home_Curtain_Rod/Pulley_Cap_25mm.stl,,0.019744294532044876,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/OSSCR_-_Smart_Home_Curtain_Rod/Stepper_Cap_25mm.stl,,0.15791063126100147,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/OSSCR_-_Smart_Home_Curtain_Rod/Stepper_Cap_26mm.stl,,0.17055875454366068,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Plain_Boring_S-Hook_type_Shower_Curtain_Hooks/Plain_Hooks.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Parametric_Curtain_Rod_Holder/EXAMPLE1.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Parametric_Curtain_Rod_Holder/EXAMPLE2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Parametric_Curtain_Rod_Holder/EXAMPLE3.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Curtain_Clip_Mark_XI/curtainclip.stl,,0.19753047707821494,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Camper_Curtain_Tab/Camper_Curtain_Tab.stl,,0.006085110765714246,False,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Curtain_Control_System/Curtain_Bottom.stl,,0.09306871977266862,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Lightsaber_Curtain_Rod/Lightsaber-JEDI-LITE2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Skull_Windchime/6_Skull_Chain.stl,,0.11416059546714896,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Skull_Windchime/8_Skull_Chain.stl,,0.11197442380080033,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Skull_Windchime/10_Skull_Chain.stl,,0.11205619700484687,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/curtain/stls/Skull_Windchime/12_Skull_Chain.stl,,0.11275659101522935,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Watch_Escapement_Desk_Toy/PalletFork.stl,,0.19518866560476547,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Desk_O_Bot/bot.stl,,0.04822332220304936,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Desk_Shrooms/Shroom.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Desk_Shrooms/Shroom_Cap.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Desk_Shrooms/Shroom_Spots.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Desk_Shrooms/Shroom_Dual_Extrusion_Cap.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Mario_Themed_Desk_Lamp_-_Edited/wall.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Mario_Themed_Desk_Lamp_-_Edited/Mario_no_supports.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Mario_Themed_Desk_Lamp_-_Edited/wall_stone.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/USB_desk_lamp/magsafe_mount.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Modular_Desk_organizer/magsafe_mount.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Tiered_Hex_Desk_Organizer/magsafe_mount.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Floating_Desk_Utensilo/Utensilo_basering.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/desk/stls/Floating_Desk_Utensilo/Utensilo_base.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Dragon_Door__Knocker/knocker_dragon_eyes_separate_with_supports.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Dragon_Door__Knocker/eye_dragon.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Dragon_Door__Knocker/knocker_dragon_with_supports_.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Sliding_Door_bolt_Print_fully_assembled/sliding_bolt_release_tool.stl,,0.05421487041434921,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/door/stls/Cheshire_Cat_Door_Stand/cheshire_cat.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Fairy_Door_/WindowFrame.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Fairy_Door_/doorframe.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Fairy_Door_/complete.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Skyrim_Door_Quest_Plaque/Door_Quest_v.3.stl,-46027.481188380974,,True,False,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Arcade_Coin_Door/coin_button_scaled.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Arcade_Coin_Door/Mock-up_of_Coin_Door.stl,,0.11258224903854523,False,True,True,False
/data/csc4801/KedzioraLab/thingiverse/door/stls/Elf_Door/Hinge.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Grogu_-_Baby_Yoda_-_door_stop/grogu_door_stop.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Door-stop_foot/door_stop_III.stl,-42186.927310515784,,True,False,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/corona_covid_door_opener/holster_2_madeby_T_i_g_e_r.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Fortnite_Door_Sign/Fortnite_Door.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Skyrim_Door_Quest_Marker/skyrim_door_quest.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Yoda_Door_Stop/yodastop.stl,,0.06677013473710826,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/door/stls/Ergonomic_Deri_Door_Opener_-_grabber_-_Covid-19_-_Corona/Deri-Door-Opener-NoHandleTexture.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Ergonomic_Deri_Door_Opener_-_grabber_-_Covid-19_-_Corona/Deri-Door-Opener.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Ergonomic_Deri_Door_Opener_-_grabber_-_Covid-19_-_Corona/Deri-Door-Opener-NoHandleTexture-long.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Ergonomic_Deri_Door_Opener_-_grabber_-_Covid-19_-_Corona/Deri-Door-Opener-long.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Little_Mouse_Hole_Door/Stone_Arch.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Dragon_Door_Knocker_(Lulzbot_Mini)/dragonallsupports1.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/HODOR_DOOR_STOP_-_GAME_OF_THRONES_https--3dprintcom-136169-ten-3d-printable-things-hodor-/HODOR_rebuilt.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Dungeon_Game_Working_Door/Full_Working_Door.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Stone_Dungeon_Door_-_Working_with_Wood_Grain_(Remix)/Robagon_StoneDoor_withBridgeTabs.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Dungeon_door/Door_Closed.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Fairy_door/Fairy_door.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Door_open_holder_(Door_stop)/door_open_holder_45.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Door_open_holder_(Door_stop)/door_open_holder_90.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Zombicide_Black_Plague_Vault_Door_/zombicide_blackplauge_vault_door.stl,,0.10254469155118554,False,True,True,False
/data/csc4801/KedzioraLab/thingiverse/door/stls/Zombicide_Black_Plague_Vault_Door_/Zombicide_BlackPlauge_Vault_door.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/door/stls/Zombicide_Black_Plague_Vault_Door_/Zombicide_BlackPlauge_Vault.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dollhouse_Kitchen_Dresser_-_Cupboard/cupboard_main.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dollhouse_Kitchen_Dresser_-_Cupboard/cupboard_all_pieces.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dollhouse_Kitchen_Dresser_-_Cupboard/cupb1_a.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Parametric_Dresser__Furniture/dresser.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Desk-Dresser_Organizer_w-_Pistol_stand/organizer2.0_rubber.stl,,0.08065410726052184,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Miniature_Canopy_Bed_with_Dresser/Canopy_Middle.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Doll_House_Dresser_Improved_-_Smaller_size/dresser_drawers.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/dollhouse_dresser/dresser.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dresser_Knob_(30mm)/Dresser_Knob_30mm_V2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Snappy_Dresser/gator2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dresser_Drawer_Pull_-_Handle/BasicDrawerPull.stl,,,True,True,False,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Curved_Dresser_Handle/daring_krunk-vihelmo69.stl,,0.08281704957410166,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Cable_Dresser/cable_dresser_pin.stl,,0.18262729652409312,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Cable_Dresser/CableDresserV4.stl,,0.08499052465410446,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/corner_bracket_for_dresser_drawer/ikea_bracket1.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dresser_Drawer_Slide/Mark_Dresser_Part.stl,,0.01670646814200963,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/My_House_with_furniture/Santa_tree_waterer.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/My_House_with_furniture/elephant_2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/My_House_with_furniture/BreakfastRoomFurniture.cabinet.stl,,0.06863645043118033,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/My_House_with_furniture/BreakfastRoomFurniture.curio.stl,,0.12337840767220482,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/My_House_with_furniture/DiningRoomFurniture.table.stl,,0.0931330966591731,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/My_House_with_furniture/DiningRoomFurniture.silverwarechest.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/My_House_with_furniture/DiningRoomFurniture.table_center.stl,,0.07705708526792614,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Ikea_Dresser_Drawer_Dog_Bed_Retrofit/stencil-polkadot.stl,-16477.901059378033,,True,False,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Ikea_Dresser_Drawer_Dog_Bed_Retrofit/support.stl,-5284.915475173942,,True,False,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dresser_drawer_replacement_guides/DrawGuide.stl,-4417.795967539807,,True,False,False,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Lithophane_Display_with_Multiple_Configurations_and_Storage_Caddy/LithophaneHolder_CenterA.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Lithophane_Display_with_Multiple_Configurations_and_Storage_Caddy/LithophaneHolder_CenterB.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Lithophane_Display_with_Multiple_Configurations_and_Storage_Caddy/LithophaneHolder_Base.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Lithophane_Display_with_Multiple_Configurations_and_Storage_Caddy/LithophaneStorage_v2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Lithophane_Display_with_Multiple_Configurations_and_Storage_Caddy/LithophaneHolder_CenterForPowerBox.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Basset_Furniture_Dresser_Track_Guide/dresser_piece_2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Basset_Furniture_Dresser_Track_Guide/dresser_piece_3.stl,,0.0011940293340791986,False,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Mini_Furniture_(bedroom)/Dresser.stl,,0.020873490124648435,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Mini_Furniture_(bedroom)/Assembly_1_15.stl,,0.15589322795017,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dresser_Storage_Device_1/dresser_storage_device_1.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Automatic_Watch_Winder/Right_Arm_x_1.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Automatic_Watch_Winder/Left_Arm_x_1.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dresser_Knob_v2/polysoup.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Slide_Rails_for_Dresser_Drawers/Dresser_Drawer_Rail_Endcap.stl,,0.10950685486834788,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Miniature_Bathing_Set/Bathtub_Final_Style2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Miniature_Bathing_Set/Steps_and_Legs.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Necronomicon_sigil_of_the_gateway_keyhole_/key_hole_full.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Necronomicon_sigil_of_the_gateway_keyhole_/key_hole.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dresser_Knobs/Dresser_Knob_1.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dresser_Knobs/Dresser_Knob_3.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Dresser_Knobs/Dresser_Knob_2.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/dresser/stls/Scrunchy-Hair_Band_Holder/Scrunchy_holder.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Halloween_Skull_Bowl/Skull_Bowl_Paradigm.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Halloween_Skull_Bowl_No_Supports/skullbowlfinal.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Halloween_Skull_Bowl_No_Supports/skullbowlfinal_lowpoly.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Blueberry_Bowl/bowl_final_edit_1mm_thickness.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Fruit_Bowl_Sphere_cnc-laser/fruitbowl-sphere.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Water_Splash_in_Bowl/SplashAndBowl.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Water_Splash_in_Bowl/SplashOnly.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Web_Candy_bowl/webBowl2MM.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Pistachio_bowl/Doppelschuessel2.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Slotted_bowl_with_lid/bowl2lid.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Slotted_bowl_with_lid/bowl3.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Buddha_Bowl/buddha_bowl.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Fractal_Hyper_Bowl_5/Hyper_bowl_5_990k.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Blood_Bowl_Trophy/fantasy_trophytcup.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Cat_Yarn_Bowl/cat_bowl_5.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Yin&Yang_nut_bowl_by_mcdesign/Yinyan_bowl_v1.stl,,0.032810472587014784,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Kitty_Trinket_Bowl/kitty_trinket_bowl.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Eagles_Super_Bowl_Trophy/Eagles_Trophy_Base.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Eagles_Super_Bowl_Trophy/One_Piece.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Eagles_Super_Bowl_Trophy/Base_2017.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Eagles_Super_Bowl_Trophy/One_piece_2017.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Pumpkin_Lanterns_(or_Vase_or_Bowl)/Pumpkin1.stl,,,True,True,False,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Snot_nose_Nugget_-_Yarn_Bowl/Bubba.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Coral_type_fruit_bowl_(playing_around_with_voronoi_stuffs)/Brain-Vase-flat.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/hand_holding_planter-bowl_(multi_material_possible)/hand_holding_planter_-_two_parts_-_lower.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/hand_holding_planter-bowl_(multi_material_possible)/hand_holding_planter_-_single_part.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/GustavTheTurtle_(without_bowl)/GustavTheTurtle.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/clever_snack_bowl_box++Version_I++_peanut_pistachio_seeds_shell_with_double_bottom/Snack_Bowl_funnel.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Fruit_bowl_versions/Side_Part_20x.stl,,0.11143383013033889,True,True,True,False
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Gravity_Feed_Dog_Water_Bowl/Dog_Water_Bowl-Grav._feed.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/bowl/stls/Gravity_Feed_Dog_Water_Bowl/Dog_Water_Bowl-Grav._feed_V3.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/glass/stls/Dolls'_House/furniture3.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/glass/stls/Dolls'_House/furniture4.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/glass/stls/Dolls'_House/furniture6.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/glass/stls/Dolls'_House/piece1.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/glass/stls/Dolls'_House/piece3.stl,,,False,True,False,True
/data/csc4801/KedzioraLab/thingiverse/glass/stls/Dolls'_House/piece5.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/glass/stls/Dolls'_House/furniture7.stl,,,False,True,True,True
/data/csc4801/KedzioraLab/thingiverse/glass/stls/Dolls'_House/furniture5.stl,,,False,True,True,True
